,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
3479625,1.0,NOT LIKE THE PIC AND THEY DO NOT WANT TO DO ...,DO NOT PURCHASE. NOT LIKE THE PIC AND THEY DO NOT WANT TO DO REFUNDS!!,[],B01KH6YG2O,B01KH6YG2O,AFTEFFRDBJKI2HMF4NBILPLP3HTQ,1478280871000,6,True
3498152,5.0,Five Stars,Great item compact.,[],B01KN61FYK,B01KN61FYK,AHYZQEAKPBADZSRJG2O6TFX3RJNQ,1525120226354,0,True
3499026,5.0,"This is perfect, very slim and keeps the scratches on the ...","While the phone is ruggedized, I still wanted something to prevent the phone from getting all scraped and scuffed. I had another case, but ditched it because of the weight and bulk that it added. This is perfect, very slim and keeps the scratches on the case instead of the phone.",[],B00KP46VA4,B00KP46VA4,AHDPQY2QIOSTN4SX4337F4KU2F7Q,1435089938000,0,True
3509156,3.0,Good produc,Kick stand breaks easily. Pretty good other than that,[],B00O5IVPYI,B00O5IVPYI,AGPE6EB2W67JA37V2T3WUHRS4R5A,1484589619000,0,True
3514572,4.0,Nice case,"Had this case for about a year, then the kickstand broke so I just ordered a replacement. Very good protection, I drop my phone alot and it kept it from breaking",[],B019LF8MIQ,B019LF8MIQ,AHYHEEDSV7PKNKH5VL6Z6HWSIQQQ,1512314611701,1,True
3518116,4.0,Catches on pockets,Good protection but bulky and hard to slide in and out of pockets.,[],B01FG1QF88,B01FG1QF88,AHTPJO7LOFAKGYB5ZFH3NUJMDDYQ,1523745486845,1,True
3520231,5.0,Phone protection,Great case. Rugged. Durable. I feel like it will provide great protection for an expensive product!! Fits snuggly. Great value. Love the kickstand,[],B019LF8MIQ,B019LF8MIQ,AGO2K5LG2W2O4AIEUPJ74DYSM6WQ,1459433697000,3,True
3546928,2.0,"This is for the Moto g4 Plus, will not fit g4 Play.","Maybe it's my fault, okay it's definitely my fault but I was confused by the title of this item and ordered it thinking it would fit my Moto G4. The box my phone came in did not say it was a g4 play. This case is for the Moto G4 Plus.",[],B01FG1QDQM,B01FG1QDQM,AEOAB67MFMV3PMXOS6NYLH5PM32A,1492279108000,0,True
3560135,1.0,One Star,"Items rec'd open box, missing items and hand writing instruction..","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61TqDnrcGfL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61TqDnrcGfL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61TqDnrcGfL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71yGq59rCUL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71yGq59rCUL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71yGq59rCUL.jpg', 'attachment_type': 'IMAGE'}]",B017KMR1G6,B017KMR1G6,AFTZIC635F6F27M42X52WCIOERGQ,1457770377000,2,True
3582710,5.0,After almost a year of using this case!!!,"Almost a year after this purchase, I am STILL using this phone case. It is stury and durable. The kickstand on the back has not broken or fallen off despite as much as I fidget with it. Best of all, my phone is still in one piece with no history of damage, period.",[],B01FG1QF88,B01FG1QF88,AE767VLS2O2MKG4GTQ3CEFJIWVKQ,1523132964713,1,True
3597268,5.0,WILL BUY AGAIN,GOOD FIT,[],B00QPAQ09E,B00QPAQ09E,AFR6K73E7Z6CMGD6IKFRXALEAQKQ,1473626649000,0,True
3597272,5.0,WILL BUY AGAIN,GOOD FIT,[],B00QPAQ09E,B00QPAQ09E,AFR6K73E7Z6CMGD6IKFRXALEAQKQ,1473626649000,0,True
3600941,4.0,Didn't break,"My phone seemed to get hot with it, otherwise, I liked it",[],B01KH6YG2O,B01KH6YG2O,AFGV3E45MD2AKJ57RB6SQEO32PFQ,1571023270239,0,True
3605926,4.0,"Great case. Fits perfectly, durable, love the kickstand -needs more clearance for 3.5mm jack","Overall: Great case. Fits perfectly, durable, love the kickstand, and use it frequently. I would give 5 stars except that the opening for the 3.5mm jack is just a little too small. and does not allow most of my 3.5mm cables to plug all the way into the phone. In 10 seconds I drilled it out a little and now it works perfectly with all my cables.",[],B01FG1QC8G,B01FG1QC8G,AEX4JFGVPCVY7Y2P6KKOOYQFIFKA,1478105167000,1,True
3613186,1.0,Not a hard glass,Man I wish I read some of these reviews before ordering. Its not a hard glass but a flimsy vinyl sticker. That didn't even peel right when i tried to install it,[],B017KMR1G6,B017KMR1G6,AEIUATDBSSYQ2KDUMOUQA7ZFFFUA,1448402141000,1,True
3619012,5.0,"For the price, awesome","Bought this for my 7 yr old for Christmas..it fits his Samsung tab 4 7.0 perfectly..It kind of reminds me of an Otterbox case..Got it for 5 bucks and some change, definitely worth it!! Before buying, seen a lot of complaints about it being broken, or the rubber part too flimsy..Mine came perfect, wasnt broken, the rubber lining was in good shape..the stand piece is a bit hard to open, but my son wont use it anyway, so not really a deal breaker for me..im tempted to superglue this case together and be done with it lol..seems like it would protect my sons tablet from anything and like I said, 5 bucks, cant beat that!",[],B00O5IVPYI,B00O5IVPYI,AGFWK42HSOZMIYVKQMRTD7QUCLPQ,1450853832000,1,True
3622909,5.0,Nice case,"Easy to use, and seems protective but since I have not dropped the phone yet I don't know if it will really protect the phone. The only thing I would like is a stand that holds the phone vertically as well as horizontally. Wouldn't mind different colors either.",[],B01FG1QC8G,B01FG1QC8G,AF6EV7SWTY3FKQCMF6AJZI7Z4M5Q,1499905436416,0,True
3631157,4.0,Four Stars,"Good phone case for the price, love the kickstand feature. offers good drop protection.",[],B01M04VKFY,B01M04VKFY,AEZTHKQMLTSUK3F7TGG3LT4G4EZA,1482466399000,0,False
3632285,1.0,One Star,Piece of crap,[],B01KN61FYK,B01KN61FYK,AGBX4CLOII3N2YWGCEQ7GSVNFPIA,1526598906902,0,True
3640194,4.0,Overall good product. Kicjstand broke,Overall good product. only issue is that kick stand is made of cheap plastic and broke shortly after purchase. Like the color and protection for the tablet.,[],B00O5IVPYI,B00O5IVPYI,AGCDLETFYM5TPC6CCYXVBA2EQ2HQ,1471906682000,0,True
3641281,5.0,Five Stars,Great case,[],B01MEF8AKM,B01MEF8AKM,AG4AAKYDXSFPWQAJHBRSNUNDDJHQ,1494811536000,0,True
3643678,5.0,Five Stars,So far so good!,[],B00KP46VA4,B00KP46VA4,AHDKSYIJLIL76SUDEEASZD25T3XA,1463871734000,0,True
3654707,5.0,Five Stars,Pretty case,[],B01KH6YG2O,B01KH6YG2O,AEW3TNZRRBB4KHZ32PQLPERPGAQQ,1490375058000,2,True
3667445,4.0,Four Stars,is ok,[],B01M04VKFY,B01M04VKFY,AHBYCY2APFATRZHWMCBS7KYSZQ7Q,1486936655000,0,True
3735351,3.0,Three Stars,The top connection pieces have snapped off. But it does keep my phone safe.,[],B01FG1QC8G,B01FG1QC8G,AEWTBNTJNVSFE632M5ZQAMCNZWWQ,1488431387000,0,True
3746486,5.0,Five Stars,"Both cases fit great, really liked them",[],B01MEF8AKM,B01MEF8AKM,AHJGWBK2FAFME3IDHD623HQ5PJ5A,1515436592297,0,True
3765195,5.0,LOVE IT,Very eye catching all matte black covered even came with a black touch id cover that actually works!,[],B01ARJB30E,B01ARJB30E,AFVZHMN5LVWGCRXAVKNDBUHU37WA,1461821701000,0,True
3766694,5.0,No complaints,"Works very well, easy installation. Protects my phone very well. I have no complaints and the price was good as well.",[],B017KMR1G6,B017KMR1G6,AHVBX4EOLB6ROSLY56E4BJLZMPCA,1464562824000,0,True
3771926,1.0,get a better color,Yellowed out in 2 weeks,[],B00QPAQ09E,B00QPAQ09E,AH2P7VGRYHKE37325R6RNDSENJ2A,1520891505758,0,True
3777497,1.0,Does NOT fit G4 or G4 Plus,"Nice, sturdy case; however it does not fit the G4 or G4 Plus. The volume and on off buttons are inverted. Quality control forgot to check fitment.",[],B01FG1QDQM,B01FG1QDQM,AEKXMRT5J6ATWGHAVDPDA3Y3HRVA,1522617771887,1,True
3783486,4.0,Worth the money.,It's strong and it does what it's intended. Looks good. It's a tiny bit thicker than the pictures suggest. The only problem I would have is that you can only really use it in landscape mode. I've only used it on a silicone / gel phone case.,[],B07L9W39BX,B07L9W39BX,AEEO3V7734Y7JHRTHMVXEPSKFLVQ,1562980766438,0,True
3797848,5.0,Five Stars,Really nice case. Love the little stylus that came with it.,[],B00O5IVPYI,B00O5IVPYI,AEO4ZHSKL5FQD3KUZ37KX7URRQMA,1426526037000,0,True
3829166,5.0,Quality product.,Product is well designed and don't make your phone look tacky. Great product at the right price.,[],B01KN61FYK,B01KN61FYK,AFI7VX4IMQFM5RNYWMYYWIILT5CA,1549317101580,0,True
3832358,4.0,"This is a great functional, protective","This is a great functional, protective, and well-priced case. It's minimal but protective and has a good grippy feel. If your looking for sleekness or color, I would suggest avoiding the clear case. It looks okay from the front but does not look nearly as good as the picture online.",[],B00QPAQ09E,B00QPAQ09E,AGGE5I7Y2Q6ADDY622Z62TB6ECVQ,1432171780000,0,True
3832787,5.0,Five Stars,Reached on time. Durable material.,[],B00NJ6OD5A,B00NJ6OD5A,AHMYCAMPJJKCJGN3BQCWASRR26HQ,1436474638000,0,True
3856099,5.0,fantastic,"My second droid turbo and this case is excellent. Does not make the phone too big, fits perfect, stylish, you can't go wrong",[],B00QPAQ09E,B00QPAQ09E,AFQYLFOPK7K7W4XN7AETMZ4IZVGQ,1453910583000,0,True
3908518,5.0,Five Stars,THe case is nice and sturdy. Love the built in screen protector.,[],B01MEF8AKM,B01MEF8AKM,AH3IV2JR5UWKXMUTF5AUA5NPZDYA,1509022050862,0,True
3912891,5.0,Awesome stuff.  Cimo,Fits nice and snug. I've always used cimo cases one my droids.,[],B00QPAQ09E,B00QPAQ09E,AH7XGSZBTRXUIHFXQHMJYS7RYDAA,1450624209000,0,True
3927544,5.0,Great Product,"Love this product for all my iPhone and it protects my phone from not breaking and having to buy a new iPhone.My hubby is pretty tough on his phone especially out in the field at work. Dropped phone while carrying in groceries and to my amazement no damage!! Saved me a trip to store and saved me money for replacement. I drop my phone probably once a day and with this I don't have to worry about anything happening/damaging it.The case is rock solid, and I'm not worried about breaking another screen. The downsides are the size and that I can't seem to get anything but a genuine Apple cord to fit through the charging port in the bottom. I do wish is was water resistant. But as long as your not dropping it in water it still protects from rain.",[],B01M04VKFY,B01M04VKFY,AH7ZXH2ITKUM4WFIBCPXPYLWDTYQ,1477701879000,0,False
3929135,5.0,Damn Fine Stand,"Prefect fit, feels robust, love the kickstand",[],B01FG1QC8G,B01FG1QC8G,AHQBQMVFNFNP4HFMINH5SAQU6WOQ,1476140096000,0,True
3938230,5.0,Dropped Moto 4G Undamaged!,Walking in the house this evening I dropped my brand new Moto G4 from shoulder height onto concrete. Phone was undamaged! Works as it should! Fits well and easy to hold.,[],B01FG1QC8G,B01FG1QC8G,AHW3425UZYNDYUESDDCUUEUB2WRQ,1469409879000,4,True
3960598,2.0,Slim. But not durable,"I liked that this was nice and slim, but mine broke within 2 weeks. It just snapped off the base.",[],B07L9W39BX,B07L9W39BX,AGHCR5INM4OSEQXOMW3ZY52ICQNA,1557771413228,0,True
3968316,4.0,Solid case and it will protect,"Does a great job of protection. I've dropped my phone several times already and there is no damage to the phone and hardly a scratch on the case. Though because of comfort I had to give it a 4 star. The bumps along the side when holding horizontal can dig into the fingers. Although yes there is a kick stand its not the easiest to type messages in that style which forces you to hold and type. Speaking of the Kick stand, it's awesome. Still clicks into place and doesn't freely swing back and forth. It's also very easy to engage and simple to push it back in.",[],B01FG1QDQM,B01FG1QDQM,AGWMUVTOJDDSK4JXE3ELYYJNMC7Q,1475076728000,2,True
3974485,5.0,fits perfectly,"Very pleased. Cover fits perfectly without interfering with charger or headphone jack, and seems quite stout. Much more comfortable carrying around the new phone now",[],B01FG1QC8G,B01FG1QC8G,AEZDGA4YSDVLHTXYCW2FSQSSJTRQ,1495506543000,0,True
3989058,5.0,Very good tablet,It comes with a screen protector and a stylus pen. It keeps the tablet protected by having a hard plastic cover around the tablet and a silicon cover around the hard plastic cover. It is lightweight and only adds a bit of bulk to the tablet. The girl really liked it and was really happy with it.,[],B00NJ6MNJS,B00NJ6MNJS,AH4KDYXKOH2SX2GFNFLTBNFEZJ4A,1471742094000,1,True
4002760,4.0,"While a bit thicker and bulkier than I would like, I will say this","While a bit thicker and bulkier than I would like, I will say this: I've dropped my phones a couple times in this thing and it hasn't received a scratch. This case is truly like a tank. The flip stand works well when I'm watching a video in landscape, but it can't be used to prop up the phone in portrait mode. Get this case if you don't want to replace your phone because you dropped it and accidentally cracked your screen.",[],B01FG1QC8G,B01FG1QC8G,AH4ZTURK2SYQU7Q2JGYSSJZPLD5Q,1501680927150,0,True
4018004,5.0,Great cover for Moto G4 Plus,I'm very pleased with the cover. Was easy to install and is perfect for my Moto G4 plus. I recommended the item and seller!,[],B01FG1QC8G,B01FG1QC8G,AFOHRAGFVO6WHYSAKFJCQ2Y44JSA,1479339990000,0,True
4021395,5.0,A great value,"We purchased this for my son's phone, he picked it out and he absolutely adores it. It was very easy to get the phone into the case properly. The case is pretty rugged and the rubber cushioning also gives it a bit of a grip to keep it from slipping out of his pocket. He frequently uses the kickstand to watch videos hands free.",[],B01FG1QDQM,B01FG1QDQM,AFN5EHADNDBLMHUJYR2LTVO62ABA,1473382720000,0,True
4037114,5.0,My son likes the phone ring.,I bought this for my son who has limited mobility. He tells me it works very well for him. The ring helps him hold his phone and when he gets tired he can set it down and use the speakerphone. It was a good purchase.,[],B07L9W39BX,B07L9W39BX,AGADIX3CQY2UNOPHFJ2HS6NJGETA,1549382424352,2,True
4037733,5.0,Awesome case super great,"This case is awesome the price is perfect can't beat it. I have the ballistic nylon droid turbo and it fits perfect I got the clear love it and my husband got the black, can't believe at it",[],B00QPAQ09E,B00QPAQ09E,AESVWO7N3YWFCGSXJ2ONUVMTCOIQ,1438900704000,0,True
4085836,5.0,Five Stars,excellente product,[],B017KMR1G6,B017KMR1G6,AFUHK2BG2IVWDGP3RERYIDM7PC7Q,1478401023000,0,True
4086714,2.0,Eh,"Pretty, but difficult to text when cover is on. Have to press too hard.",[],B00QPAQ09E,B00QPAQ09E,AH6VP2AN3WM2G77KT243YT2C4E2Q,1569289680137,0,True
4129287,5.0,Five Stars,Excellent I lover,[],B017KMR1G6,B017KMR1G6,AEWJUGX6GIBHTVIZMKJN6SDQV4EA,1452555775000,1,True
4153299,5.0,But it!,It fits perfectly and looks great!,[],B00QPAQ09E,B00QPAQ09E,AHRY2PTPJDERVG54QIZUORGNR3MA,1439054776000,0,True
4153944,5.0,Five Stars,excellent!,[],B01FG1QC8G,B01FG1QC8G,AHJWDSBMSL3ETSMHSKNYBEQNKBFQ,1493603408000,0,True
4175859,5.0,It's purple so could there be anything wrong with it ...,It's purple so could there be anything wrong with it? Though the earphone jack is a bit covered by the case.,[],B01FG1QF88,B01FG1QF88,AGGARL3OI6FUKL7O7CO3SEJSRYHQ,1493606910000,0,True
4186959,5.0,... thin case rawks bought another one because its that good!!,This thin case rawks bought another one because its that good!!,[],B01ARJB30E,B01ARJB30E,AFLZPWK3RRBQ5ZHIIWWRGBORMUDQ,1504795687097,0,True
4197466,5.0,Five Stars,Good,[],B00NJ6OD5A,B00NJ6OD5A,AGIKQOL3HIY7GSIEPNSBPZDVZKPA,1450134270000,0,True
4205422,5.0,Five Stars,Good case for male's phone.,[],B01FG1QC8G,B01FG1QC8G,AG7KC6GOXHYJER4TZG6NY5E56U4Q,1517114101239,0,True
4232657,5.0,Five Stars,Great fit and grip.,[],B01FG1QC8G,B01FG1QC8G,AG7LJGHU52HBUALVY4XN4BOHY3SA,1489719423000,0,True
4237473,5.0,works great,So far this case fits great and has done a great job protecting my phone. The stand on the back is a useful feature.,[],B01FG1QDQM,B01FG1QDQM,AHGRRGBVAHNNZMFC4D4KRQN4AFJA,1494357459000,0,True
4263928,5.0,Perfect. Clear so I can see my beautiful blue ...,"Perfect. Clear so I can see my beautiful blue phone. Not bulky. Smooth (not tacky soft rubber) so I can drop my phone in my pocket without it getting stuck. Great protection, exactly as I wanted.",[],B00QPAQ09E,B00QPAQ09E,AEEHESXQ4YXXL55N2V5MKJ2EEHEQ,1432301594000,0,True
4279644,5.0,Five Stars,Excellent!,[],B01FG1QC8G,B01FG1QC8G,AEZBYBWMWYODUFST65374KBDT3JQ,1492621471000,0,True
4288741,4.0,For iPhone 7 Plus Armor Case with Kickstand,"Durable, strong and convenient. I really like this iphone 7 case with kickstand. It is very durable and fits my phone perfectly with easy access to all of my phone's buttons and charging units. This case would have gotten a 5 star but it did not come with a cover or belt/pocket clip, nevertheless it is a great case, it protects my phone and the convenient kickstand allows me to watch movies and videos hands free.",[],B01M04VKFY,B01M04VKFY,AFXAD3WLNW25JW64VP5QREC6QIDA,1476752885000,0,False
4373658,5.0,Phone case,Perfect fit. Nice and sturdy.,[],B01FG1QF88,B01FG1QF88,AGGRSJQKXIZORQCFZRSJFKGFJCVQ,1493862042000,0,True
4378210,4.0,Four Stars,Good value,[],B01FG1QC8G,B01FG1QC8G,AE4NN355FT6EQM44QFDBLOX4YWUA,1507486976443,0,True
4378442,5.0,The great case for the price. It is good buy.,It is not great looking but it is more convenient and provides good grip that prevents accidental phone dropping.,[],B019LF8MIQ,B019LF8MIQ,AG2TRWCEMKEOKQ3VS7MHDDVCWQ4A,1477677047000,0,True
4389584,4.0,Fits iPhone 6 nice and snug,Fits iPhone 6 nice and snug. Easy to put on phone. The glass screen protector not easily applied. After many tries it still has big bubble in all 4 corners. Ordering different tempered glass protectors as a result!!,[],B01ARJB30E,B01ARJB30E,AFQWTNNVAWAE2I2K2WQFFRMLGVLA,1501135574137,1,True
4397329,5.0,Five Stars,Works great!,[],B01KN61FYK,B01KN61FYK,AF2QBXUBV3UFYF5IPYFWNAH2NB5A,1522933274014,0,True
4399146,5.0,Fits great!,Fits very well! Still have a small profile with the case on and can see the detail on the back of the phone!,[],B00QPAQ09E,B00QPAQ09E,AGGMOEK42QNPCLPQQF3PBFJL7S6A,1480420889000,0,True
4409430,5.0,Works great,Works great. Love that it doesn't stick out real far.,[],B07L9W39BX,B07L9W39BX,AFYXZWSBZVSF54EVXX3P66NCFFAA,1553943894103,0,True
4419245,5.0,Great size!,Great sizing and very cool looking as well as slim and decent grip for the material used,[],B00QPAQ09E,B00QPAQ09E,AEPJSAMZSLLLKEKINOIKPBO7DLDA,1568483975302,0,True
4443578,3.0,ok,ok,[],B00KP46VA4,B00KP46VA4,AF5QLZPFUA5Q4S6QTKJ6XSFVNBCQ,1483746882000,0,True
4449156,5.0,Great product,"This is my second purchase. The first one is still attached to my phone, just stretched out. I’ve had it for months, so is high quality.",[],B01KN61FYK,B01KN61FYK,AHG4QGZDX4NQPHNJJMVUF37IF7JA,1568505997919,0,True
4457008,4.0,Really durable...,I really love this durable case..it did fit my moto g4 plus a little bit snug..I had to physically cut the casing around the charger port to be able to charge my phone.. otherwise I'm happy with it😁,[],B01FG1QC8G,B01FG1QC8G,AF4OQKPVTZUBZ4WEI4TTFURGFYHQ,1544150220847,0,True
4462757,5.0,It's good :),"Fits great, have been using it for a while now. Dropped my phone many times, no problem so far, the stand works nice too.",[],B019LF8MIQ,B019LF8MIQ,AHDW7KXGKHZNGTGTQLPFDTYACGKQ,1480471020000,0,True
4480936,5.0,great buy,"I LOVE this case. fits well and is NOT loose at all. not a super flimsy cover. i use the stand all the time, very sturdy!",[],B01FG1QC8G,B01FG1QC8G,AHBXDXG2AMTPHLRSXU5R24LFEFZQ,1517610663923,0,True
4495637,5.0,Great product.,protects well,[],B01FG1QC8G,B01FG1QC8G,AGGVIWCHREINZWZ4TUALDL2PKHFA,1528141876314,0,True
4510446,5.0,Five Stars,Works great,[],B019LF8MIQ,B019LF8MIQ,AET2UHDRPI5G32IYJFAEQBBFVQAA,1532116008475,0,True
4564856,1.0,I do not recommend this item,I do not recommend this item. I put it on my phone and it was locked so tight that it had to be pried off then snapped along one side near the screen. I understand you want something tight to protect the phone but if you can't get it off the phone without breaking it then it really isn't worth the money.,[],B00KP46VA4,B00KP46VA4,AE2XISTUBU3J5DKK3BCKDRGBMZZQ,1406825954000,0,True
4589490,5.0,"Looks super nice, see for yourself.","I feel like some of the bad reviews are from competitors because they're so off..the case is great (not crazy about the glass part, took it off) . It looks like I paid at least $20 For it. Nice soft matte smooth finish. Can't believe I only paid like $5. Worth it. It may not protect your phone like an otter box but you shouldn't expect it to.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JNP+VmwjL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JNP+VmwjL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71JNP+VmwjL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71O05y0iFwL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71O05y0iFwL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71O05y0iFwL.jpg', 'attachment_type': 'IMAGE'}]",B01ARJB30E,B01ARJB30E,AFFMNUFPCSQGIMYQXFKM4WUIJR3A,1490802843000,2,True
4600895,4.0,it fit like a glove,"I found it a little difficult to put the case on, but once on, it fit like a glove. I love the rubbery texture of the case. My table was slick and always slipping out of my hands. I don't have to worry about that anymore. The not the best quality, BUT it serves it purpose and is functional.",[],B00NH47Q08,B00NH47Q08,AFDZH572MREVYCHS2PUU7LNKLDBA,1471532812000,0,True
4603560,1.0,One Star,Okay,[],B016ZZCCZE,B016ZZCCZE,AHO4DOUOCBM4AN3QP5Q3ZTT45WQA,1516886565888,0,True
4625706,5.0,Five Stars,Perfect fit,[],B01FG1QC8G,B01FG1QC8G,AHSAA7O6SU4BKUGDFGA5VHM6ZNNA,1482154593000,0,True
4625998,4.0,buttons are hard to push,"I like the stand attachment on the back, but the buttons to control the power, and volume are to hard to push, so had to look for something else.",[],B01FG1QC8G,B01FG1QC8G,AFORGMH5LYLPMOPW4B2IYOMVOQHA,1482792093000,1,True
4644802,5.0,Awesomeness,"Great product, as described and even better in person. Covers the phone with minimal bulkiness. Very glad I made this purchase and so should you if you are thinking about it.",[],B00QPAQ09E,B00QPAQ09E,AF2QKTEJACGAOQFEL4VB4ZZBY7TQ,1529971087639,0,True
4655846,5.0,Rugged tough case,Nice rugged looking case. I like the added feautre of the kickstand to watch movies hands free.,[],B01M04VKFY,B01M04VKFY,AFXAUT3325ESJJBABONDPQEWBKTQ,1480303296000,0,False
4656929,4.0,"it isn't completely perfect, but you can easily put it on and ...","I actually would give it 4 & 1/2 stars. It fits, it isn't completely perfect, but you can easily put it on and take it off which is a benefit. I also think that this case helps you grip the phone a little better. With this case you can also put on a glass/plastic screen protector to make it more durable. It will still allow the case to help create an enhanced lip. I personally would like it to have more of a soft rubbery feel, but that's just me. Price, quick shipping, customer reach out, they are on it.",[],B00KP46VA4,B00KP46VA4,AGOUJJBEVNI2EPRB5SMU3EPO7CBQ,1448948190000,0,True
4665464,1.0,One Star,cheap,[],B01ARJB30E,B01ARJB30E,AHLAIIPL55FNLGHT2PVS3J4SB62A,1519715210706,0,True
4682519,3.0,Hard to get in and out of pockets easily.,"Got this for my husband and while it does everything it says it would, he didn't like it because it was hard to get in and out of his pocket easily.",[],B019LF8MIQ,B019LF8MIQ,AGBW5UUW5NI2SZ3XL5Y26SGEOYVQ,1527249931700,0,True
4696084,5.0,pretty pretty pretty,Very pretty and looks just great.,[],B01KH6YG2O,B01KH6YG2O,AGGKXCTPDKKB55AUZSKXRSKNPRWA,1494612250000,0,True
4697024,5.0,Love the case,I love this case. The ridges on the side keep it from slipping out of your hands. Slimmer than Otterbox so it fits in your pocket easier.,[],B00QPAQ09E,B00QPAQ09E,AHZBRIJSOL3OD6EEQMZJRNS5XLOQ,1435091614000,0,True
4729843,4.0,Multilayered protection for cellphones for the environment.,"This case, made specific for my new Motorola Moto G4 cellphone, has already protected it from drops and wet weather. It's design makes it easier to maintain a more solid grip than the smooth surfaces designed on cellphones. The detachable kickstand let's me view streaming shows and movies at a comfortable viewing angle. I like it!",[],B01FG1QC8G,B01FG1QC8G,AFGBYWLKDC564333R56MYXVVQPOA,1472521525000,0,True
4730347,5.0,Strong and sleek case,Sturdy and affordable. I always have to get a case with a kick stand. This case works great.,[],B01FG1QC8G,B01FG1QC8G,AE4QNAMUJAWONACL7MK44UPQGEIA,1470597737000,0,True
4730535,5.0,"Basic, but durable..","Yes, it's a basic case, but I've used this style for my past 3 phones and sometimes less is more.. it protects the phone well for a fraction of an OtterBox..",[],B019LF8MIQ,B019LF8MIQ,AF5XAPKNBR2YRONCB2H2Q7DRRFRA,1476776019000,0,True
4732325,5.0,Five Stars,Good for an inexpensive case.,[],B019LF8MIQ,B019LF8MIQ,AEXXAZKZAQI2TNFXMGYQ7CHOCW6Q,1470623705000,0,True
4737979,5.0,Toddler proofing at a value!,"And, it's manly! Hat-tip to EpicGadget!, more than seven months later, and the grand daughter is still very pleased. The screen cover and case are very good. Thank you, folks!",[],B00NH47Q08,B00NH47Q08,AHO3TR5SUFKGMVM5LBUDYE45QIHA,1434131636000,0,True
4740132,5.0,Five Stars,Fit the phone great and the stand works well,[],B01FG1QDQM,B01FG1QDQM,AGGZF6T5T2PWQ7IMWAXRLE2MXHKA,1489007458000,0,True
4752200,5.0,Five Stars,arrived quickly and fit perfectly,[],B01FG1QC8G,B01FG1QC8G,AEQH7VF2C7FMZZLNYXVWETRMRYDQ,1470881974000,0,True
4762551,5.0,Five Stars,it was great.,[],B00NJ6OD5A,B00NJ6OD5A,AEGEGGP5VVOW6LUY7WFLLSZ4XEMQ,1469293909000,0,True
4779672,1.0,Not made in the USA!,"I like the product. However, the insert that it comes with says that the parts and item are all made in America. The packaging says made in China. I'm returning the item due to false advertising.",[],B01KN61FYK,B01KN61FYK,AHVA3BL5M6FFXP4NGFKB3ORLK4MQ,1541470867625,0,True
4795790,5.0,"Nice fit, love the back stand.","Fits great, am using the prop stand way more than I ever thought I would. Seems sturdy, too, although I am usually wary of plastic parts that move. Recommendable.",[],B01FG1QC8G,B01FG1QC8G,AGWJENW3GRPFFBRJWXKTK3ZJN75A,1501611963619,0,True
4832594,5.0,Five Stars,Still on the phone for over a year,[],B00KP46VA4,B00KP46VA4,AHKUQAXH6UC6MFZ6YQNXBSS4VR6A,1495632614000,0,True
4880808,5.0,and the stand is very useful. Exactly what I wanted,"Fits perfectly, lightweight, durable, and the stand is very useful. Exactly what I wanted.",[],B01FG1QF88,B01FG1QF88,AGEMLGCFZ363LKI3SNCHTQR4DQ2A,1472352293000,0,True
4883096,5.0,Gotta have it.,"Wouldn't be without it. Comfortable, secure, easy to slip your fingers in. The best little device of its kind.",[],B01KN61FYK,B01KN61FYK,AGRCSU5OUPU77JXBE3HBRK4BXCUQ,1519829284455,0,True
4893000,5.0,... tablet and I have to say it's a very nice case! It's thick and also sturdy so if ...,"I bought this case for my daughters tablet and I have to say it's a very nice case! It's thick and also sturdy so if she drops it we don't have to worry. The only thing to be careful with is the pull out stand,it's kind of hard to pull out. Plus the shipping time was wonderful, I didn't expect it to be shipped so quick. Overall I definitely recommend this case.",[],B00NJ6MNJS,B00NJ6MNJS,AEVAJENIJCJHIJJ3RKVBF462F4PQ,1417804490000,1,True
4918918,5.0,Best Case I've Ever Purchased,"Perfect fit, resists scratches, consistent feel, saves the phone! Will buy again!",[],B00KP46VA4,B00KP46VA4,AGYUC343FLMNRPOLXDB4B7J5BNBA,1487292305000,0,True
